scope,layer,mean,std,low_entropy_frac,method,model
layer,19,0.07061302,,1.0,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,20,0.050466932,,1.0,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,21,0.050966617,,1.0,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,22,0.090021804,,1.0,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,23,0.06511665,,1.0,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,24,0.055163477,,1.0,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,25,0.35960537,,1.0,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,26,0.2569071,,1.0,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
layer,27,0.29005668,,0.9285714285714286,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-7B
global,-1,1.9963229,0.6138033270835876,,bfloat16,google_gemma-3-1b-it
layer,0,2.3859375,,,bfloat16,google_gemma-3-1b-it
layer,1,1.6621583,,,bfloat16,google_gemma-3-1b-it
layer,2,1.5568359,,,bfloat16,google_gemma-3-1b-it
layer,3,2.1960938,,,bfloat16,google_gemma-3-1b-it
layer,4,2.445703,,,bfloat16,google_gemma-3-1b-it
layer,5,1.3069823,,,bfloat16,google_gemma-3-1b-it
layer,6,2.6001954,,,bfloat16,google_gemma-3-1b-it
layer,7,2.0958984,,,bfloat16,google_gemma-3-1b-it
layer,8,2.4617186,,,bfloat16,google_gemma-3-1b-it
layer,9,2.464258,,,bfloat16,google_gemma-3-1b-it
layer,10,2.0382812,,,bfloat16,google_gemma-3-1b-it
layer,11,2.1447268,,,bfloat16,google_gemma-3-1b-it
layer,12,2.3544922,,,bfloat16,google_gemma-3-1b-it
layer,13,2.3501954,,,bfloat16,google_gemma-3-1b-it
layer,14,2.2626953,,,bfloat16,google_gemma-3-1b-it
layer,15,2.4851563,,,bfloat16,google_gemma-3-1b-it
layer,16,1.9076171,,,bfloat16,google_gemma-3-1b-it
layer,17,1.2908204,,,bfloat16,google_gemma-3-1b-it
layer,18,1.6383789,,,bfloat16,google_gemma-3-1b-it
layer,19,1.3327148,,,bfloat16,google_gemma-3-1b-it
layer,20,2.15625,,,bfloat16,google_gemma-3-1b-it
layer,21,1.7617188,,,bfloat16,google_gemma-3-1b-it
layer,22,1.3103516,,,bfloat16,google_gemma-3-1b-it
layer,23,1.1860352,,,bfloat16,google_gemma-3-1b-it
layer,24,1.8591797,,,bfloat16,google_gemma-3-1b-it
layer,25,2.65,,,bfloat16,google_gemma-3-1b-it
global,-1,2.0121827,0.6091158986091614,,hqq,google_gemma-3-1b-it
layer,0,2.3874998,,,hqq,google_gemma-3-1b-it
layer,1,1.6548829,,,hqq,google_gemma-3-1b-it
layer,2,1.5920899,,,hqq,google_gemma-3-1b-it
layer,3,2.181836,,,hqq,google_gemma-3-1b-it
layer,4,2.4363282,,,hqq,google_gemma-3-1b-it
layer,5,1.365088,,,hqq,google_gemma-3-1b-it
layer,6,2.6285157,,,hqq,google_gemma-3-1b-it
layer,7,2.088672,,,hqq,google_gemma-3-1b-it
layer,8,2.4339843,,,hqq,google_gemma-3-1b-it
layer,9,2.477539,,,hqq,google_gemma-3-1b-it
layer,10,2.0234375,,,hqq,google_gemma-3-1b-it
layer,11,2.1591797,,,hqq,google_gemma-3-1b-it
layer,12,2.3835936,,,hqq,google_gemma-3-1b-it
layer,13,2.3658204,,,hqq,google_gemma-3-1b-it
layer,14,2.302539,,,hqq,google_gemma-3-1b-it
layer,15,2.5091796,,,hqq,google_gemma-3-1b-it
layer,16,1.9423828,,,hqq,google_gemma-3-1b-it
layer,17,1.3409667,,,hqq,google_gemma-3-1b-it
layer,18,1.6358398,,,hqq,google_gemma-3-1b-it
layer,19,1.3370118,,,hqq,google_gemma-3-1b-it
layer,20,2.1638672,,,hqq,google_gemma-3-1b-it
layer,21,1.7617188,,,hqq,google_gemma-3-1b-it
layer,22,1.3065919,,,hqq,google_gemma-3-1b-it
layer,23,1.2227539,,,hqq,google_gemma-3-1b-it
layer,24,1.9542968,,,hqq,google_gemma-3-1b-it
layer,25,2.6611328,,,hqq,google_gemma-3-1b-it
global,-1,1.9965012,0.610584557056427,,fp8,google_gemma-3-1b-it
layer,0,2.386914,,,fp8,google_gemma-3-1b-it
layer,1,1.6644043,,,fp8,google_gemma-3-1b-it
layer,2,1.5601562,,,fp8,google_gemma-3-1b-it
layer,3,2.201758,,,fp8,google_gemma-3-1b-it
layer,4,2.4498048,,,fp8,google_gemma-3-1b-it
layer,5,1.288379,,,fp8,google_gemma-3-1b-it
layer,6,2.6097658,,,fp8,google_gemma-3-1b-it
layer,7,2.1033204,,,fp8,google_gemma-3-1b-it
layer,8,2.4535155,,,fp8,google_gemma-3-1b-it
layer,9,2.445117,,,fp8,google_gemma-3-1b-it
layer,10,2.0429688,,,fp8,google_gemma-3-1b-it
layer,11,2.12334,,,fp8,google_gemma-3-1b-it
layer,12,2.3507812,,,fp8,google_gemma-3-1b-it
layer,13,2.3640625,,,fp8,google_gemma-3-1b-it
layer,14,2.2484374,,,fp8,google_gemma-3-1b-it
layer,15,2.4871094,,,fp8,google_gemma-3-1b-it
layer,16,1.8978517,,,fp8,google_gemma-3-1b-it
layer,17,1.2882812,,,fp8,google_gemma-3-1b-it
layer,18,1.656543,,,fp8,google_gemma-3-1b-it
layer,19,1.3323243,,,fp8,google_gemma-3-1b-it
layer,20,2.1482422,,,fp8,google_gemma-3-1b-it
layer,21,1.7673829,,,fp8,google_gemma-3-1b-it
layer,22,1.332129,,,fp8,google_gemma-3-1b-it
layer,23,1.1951172,,,fp8,google_gemma-3-1b-it
layer,24,1.8662109,,,fp8,google_gemma-3-1b-it
layer,25,2.6451173,,,fp8,google_gemma-3-1b-it
global,-1,2.0010123,0.613845705986023,,int4,google_gemma-3-1b-it
layer,0,2.3861327,,,int4,google_gemma-3-1b-it
layer,1,1.6229005,,,int4,google_gemma-3-1b-it
layer,2,1.5367187,,,int4,google_gemma-3-1b-it
layer,3,2.2199218,,,int4,google_gemma-3-1b-it
layer,4,2.4572265,,,int4,google_gemma-3-1b-it
layer,5,1.3731933,,,int4,google_gemma-3-1b-it
layer,6,2.6123047,,,int4,google_gemma-3-1b-it
layer,7,2.043164,,,int4,google_gemma-3-1b-it
layer,8,2.4580078,,,int4,google_gemma-3-1b-it
layer,9,2.4873047,,,int4,google_gemma-3-1b-it
layer,10,2.0636718,,,int4,google_gemma-3-1b-it
layer,11,2.2163086,,,int4,google_gemma-3-1b-it
layer,12,2.338086,,,int4,google_gemma-3-1b-it
layer,13,2.3183594,,,int4,google_gemma-3-1b-it
layer,14,2.2375002,,,int4,google_gemma-3-1b-it
layer,15,2.4947267,,,int4,google_gemma-3-1b-it
layer,16,1.9412109,,,int4,google_gemma-3-1b-it
layer,17,1.169873,,,int4,google_gemma-3-1b-it
layer,18,1.7124023,,,int4,google_gemma-3-1b-it
layer,19,1.3625,,,int4,google_gemma-3-1b-it
layer,20,2.156836,,,int4,google_gemma-3-1b-it
layer,21,1.7597656,,,int4,google_gemma-3-1b-it
layer,22,1.3293945,,,int4,google_gemma-3-1b-it
layer,23,1.1981444,,,int4,google_gemma-3-1b-it
layer,24,1.8875,,,int4,google_gemma-3-1b-it
layer,25,2.6431642,,,int4,google_gemma-3-1b-it
global,-1,1.9964467,0.6138443946838379,,float16,google_gemma-3-1b-it
layer,0,2.3859375,,,float16,google_gemma-3-1b-it
layer,1,1.6620605,,,float16,google_gemma-3-1b-it
layer,2,1.5569336,,,float16,google_gemma-3-1b-it
layer,3,2.1964846,,,float16,google_gemma-3-1b-it
layer,4,2.4453125,,,float16,google_gemma-3-1b-it
layer,5,1.3069336,,,float16,google_gemma-3-1b-it
layer,6,2.6003904,,,float16,google_gemma-3-1b-it
layer,7,2.0966797,,,float16,google_gemma-3-1b-it
layer,8,2.4623048,,,float16,google_gemma-3-1b-it
layer,9,2.4654298,,,float16,google_gemma-3-1b-it
layer,10,2.038086,,,float16,google_gemma-3-1b-it
layer,11,2.1444335,,,float16,google_gemma-3-1b-it
layer,12,2.3550782,,,float16,google_gemma-3-1b-it
layer,13,2.3490233,,,float16,google_gemma-3-1b-it
layer,14,2.2623048,,,float16,google_gemma-3-1b-it
layer,15,2.4855468,,,float16,google_gemma-3-1b-it
layer,16,1.9078125,,,float16,google_gemma-3-1b-it
layer,17,1.2900391,,,float16,google_gemma-3-1b-it
layer,18,1.6379883,,,float16,google_gemma-3-1b-it
layer,19,1.3325195,,,float16,google_gemma-3-1b-it
layer,20,2.1564453,,,float16,google_gemma-3-1b-it
layer,21,1.7624999,,,float16,google_gemma-3-1b-it
layer,22,1.3108888,,,float16,google_gemma-3-1b-it
layer,23,1.186914,,,float16,google_gemma-3-1b-it
layer,24,1.8597656,,,float16,google_gemma-3-1b-it
layer,25,2.6498048,,,float16,google_gemma-3-1b-it
global,-1,1.9964036,0.6149801015853882,,int8,google_gemma-3-1b-it
layer,0,2.3874998,,,int8,google_gemma-3-1b-it
layer,1,1.6586425,,,int8,google_gemma-3-1b-it
layer,2,1.5576172,,,int8,google_gemma-3-1b-it
layer,3,2.195703,,,int8,google_gemma-3-1b-it
layer,4,2.444336,,,int8,google_gemma-3-1b-it
layer,5,1.2993164,,,int8,google_gemma-3-1b-it
layer,6,2.608594,,,int8,google_gemma-3-1b-it
layer,7,2.0996094,,,int8,google_gemma-3-1b-it
layer,8,2.4658203,,,int8,google_gemma-3-1b-it
layer,9,2.4550781,,,int8,google_gemma-3-1b-it
layer,10,2.0404296,,,int8,google_gemma-3-1b-it
layer,11,2.145703,,,int8,google_gemma-3-1b-it
layer,12,2.3572266,,,int8,google_gemma-3-1b-it
layer,13,2.3457031,,,int8,google_gemma-3-1b-it
layer,14,2.2660155,,,int8,google_gemma-3-1b-it
layer,15,2.4876955,,,int8,google_gemma-3-1b-it
layer,16,1.9109375,,,int8,google_gemma-3-1b-it
layer,17,1.2925782,,,int8,google_gemma-3-1b-it
layer,18,1.6345702,,,int8,google_gemma-3-1b-it
layer,19,1.3293946,,,int8,google_gemma-3-1b-it
layer,20,2.1552734,,,int8,google_gemma-3-1b-it
layer,21,1.7585938,,,int8,google_gemma-3-1b-it
layer,22,1.3101562,,,int8,google_gemma-3-1b-it
layer,23,1.1869141,,,int8,google_gemma-3-1b-it
layer,24,1.856836,,,int8,google_gemma-3-1b-it
layer,25,2.65625,,,int8,google_gemma-3-1b-it
global,-1,,,,gptq,google_gemma-3-1b-it
layer,0,,,,gptq,google_gemma-3-1b-it
layer,1,,,,gptq,google_gemma-3-1b-it
layer,2,,,,gptq,google_gemma-3-1b-it
layer,3,,,,gptq,google_gemma-3-1b-it
layer,4,,,,gptq,google_gemma-3-1b-it
layer,5,,,,gptq,google_gemma-3-1b-it
layer,6,,,,gptq,google_gemma-3-1b-it
layer,7,,,,gptq,google_gemma-3-1b-it
layer,8,,,,gptq,google_gemma-3-1b-it
layer,9,,,,gptq,google_gemma-3-1b-it
layer,10,,,,gptq,google_gemma-3-1b-it
layer,11,,,,gptq,google_gemma-3-1b-it
layer,12,,,,gptq,google_gemma-3-1b-it
layer,13,,,,gptq,google_gemma-3-1b-it
layer,14,,,,gptq,google_gemma-3-1b-it
layer,15,,,,gptq,google_gemma-3-1b-it
layer,16,,,,gptq,google_gemma-3-1b-it
layer,17,,,,gptq,google_gemma-3-1b-it
layer,18,,,,gptq,google_gemma-3-1b-it
layer,19,,,,gptq,google_gemma-3-1b-it
layer,20,,,,gptq,google_gemma-3-1b-it
layer,21,,,,gptq,google_gemma-3-1b-it
layer,22,,,,gptq,google_gemma-3-1b-it
layer,23,,,,gptq,google_gemma-3-1b-it
layer,24,,,,gptq,google_gemma-3-1b-it
layer,25,,,,gptq,google_gemma-3-1b-it
global,-1,1.7758313,0.6075387597084045,,bfloat16,google_gemma-3-270m-it
layer,0,1.9341797,,,bfloat16,google_gemma-3-270m-it
layer,1,0.9921387,,,bfloat16,google_gemma-3-270m-it
layer,2,1.6351562,,,bfloat16,google_gemma-3-270m-it
layer,3,2.0365236,,,bfloat16,google_gemma-3-270m-it
layer,4,2.2525392,,,bfloat16,google_gemma-3-270m-it
layer,5,1.236841,,,bfloat16,google_gemma-3-270m-it
layer,6,2.5351562,,,bfloat16,google_gemma-3-270m-it
layer,7,2.40625,,,bfloat16,google_gemma-3-270m-it
layer,8,2.0066407,,,bfloat16,google_gemma-3-270m-it
layer,9,2.3630857,,,bfloat16,google_gemma-3-270m-it
layer,10,2.219922,,,bfloat16,google_gemma-3-270m-it
layer,11,1.7675781,,,bfloat16,google_gemma-3-270m-it
layer,12,1.4339843,,,bfloat16,google_gemma-3-270m-it
layer,13,1.3548828,,,bfloat16,google_gemma-3-270m-it
layer,14,1.4036133,,,bfloat16,google_gemma-3-270m-it
layer,15,1.6999999,,,bfloat16,google_gemma-3-270m-it
layer,16,1.4701173,,,bfloat16,google_gemma-3-270m-it
layer,17,1.2163575,,,bfloat16,google_gemma-3-270m-it
global,-1,1.8279052,0.5904300808906555,,hqq,google_gemma-3-270m-it
layer,0,1.9484375,,,hqq,google_gemma-3-270m-it
layer,1,1.0279297,,,hqq,google_gemma-3-270m-it
layer,2,1.5800781,,,hqq,google_gemma-3-270m-it
layer,3,2.0564454,,,hqq,google_gemma-3-270m-it
layer,4,2.2507813,,,hqq,google_gemma-3-270m-it
layer,5,1.4146972,,,hqq,google_gemma-3-270m-it
layer,6,2.466406,,,hqq,google_gemma-3-270m-it
layer,7,2.453125,,,hqq,google_gemma-3-270m-it
layer,8,1.9847655,,,hqq,google_gemma-3-270m-it
layer,9,2.2767577,,,hqq,google_gemma-3-270m-it
layer,10,2.3675783,,,hqq,google_gemma-3-270m-it
layer,11,1.9185548,,,hqq,google_gemma-3-270m-it
layer,12,1.3706055,,,hqq,google_gemma-3-270m-it
layer,13,1.4441406,,,hqq,google_gemma-3-270m-it
layer,14,1.5083007,,,hqq,google_gemma-3-270m-it
layer,15,1.7537109,,,hqq,google_gemma-3-270m-it
layer,16,1.6316407,,,hqq,google_gemma-3-270m-it
layer,17,1.4483398,,,hqq,google_gemma-3-270m-it
global,-1,1.7764229,0.6058075428009033,,fp8,google_gemma-3-270m-it
layer,0,1.9390625,,,fp8,google_gemma-3-270m-it
layer,1,1.002539,,,fp8,google_gemma-3-270m-it
layer,2,1.6322267,,,fp8,google_gemma-3-270m-it
layer,3,2.036914,,,fp8,google_gemma-3-270m-it
layer,4,2.2636719,,,fp8,google_gemma-3-270m-it
layer,5,1.2453859,,,fp8,google_gemma-3-270m-it
layer,6,2.5496094,,,fp8,google_gemma-3-270m-it
layer,7,2.4050782,,,fp8,google_gemma-3-270m-it
layer,8,2.005664,,,fp8,google_gemma-3-270m-it
layer,9,2.3802733,,,fp8,google_gemma-3-270m-it
layer,10,2.2152343,,,fp8,google_gemma-3-270m-it
layer,11,1.7692382,,,fp8,google_gemma-3-270m-it
layer,12,1.4154297,,,fp8,google_gemma-3-270m-it
layer,13,1.3331056,,,fp8,google_gemma-3-270m-it
layer,14,1.4070313,,,fp8,google_gemma-3-270m-it
layer,15,1.6527344,,,fp8,google_gemma-3-270m-it
layer,16,1.4808594,,,fp8,google_gemma-3-270m-it
layer,17,1.2415527,,,fp8,google_gemma-3-270m-it
global,-1,1.8092692,0.609239399433136,,int4,google_gemma-3-270m-it
layer,0,1.9558594,,,int4,google_gemma-3-270m-it
layer,1,0.9654785,,,int4,google_gemma-3-270m-it
layer,2,1.6570313,,,int4,google_gemma-3-270m-it
layer,3,2.036914,,,int4,google_gemma-3-270m-it
layer,4,2.2455077,,,int4,google_gemma-3-270m-it
layer,5,1.4009765,,,int4,google_gemma-3-270m-it
layer,6,2.5810547,,,int4,google_gemma-3-270m-it
layer,7,2.4015625,,,int4,google_gemma-3-270m-it
layer,8,2.109375,,,int4,google_gemma-3-270m-it
layer,9,2.2927735,,,int4,google_gemma-3-270m-it
layer,10,2.2748046,,,int4,google_gemma-3-270m-it
layer,11,2.0035157,,,int4,google_gemma-3-270m-it
layer,12,1.5022461,,,int4,google_gemma-3-270m-it
layer,13,1.2928711,,,int4,google_gemma-3-270m-it
layer,14,1.3171875,,,int4,google_gemma-3-270m-it
layer,15,1.6990234,,,int4,google_gemma-3-270m-it
layer,16,1.4656249,,,int4,google_gemma-3-270m-it
layer,17,1.3650391,,,int4,google_gemma-3-270m-it
global,-1,1.775971,0.6076030135154724,,float16,google_gemma-3-270m-it
layer,0,1.9341797,,,float16,google_gemma-3-270m-it
layer,1,0.99208987,,,float16,google_gemma-3-270m-it
layer,2,1.6349609,,,float16,google_gemma-3-270m-it
layer,3,2.0359375,,,float16,google_gemma-3-270m-it
layer,4,2.2523437,,,float16,google_gemma-3-270m-it
layer,5,1.236914,,,float16,google_gemma-3-270m-it
layer,6,2.5353515,,,float16,google_gemma-3-270m-it
layer,7,2.4078126,,,float16,google_gemma-3-270m-it
layer,8,2.0060546,,,float16,google_gemma-3-270m-it
layer,9,2.3636718,,,float16,google_gemma-3-270m-it
layer,10,2.2203126,,,float16,google_gemma-3-270m-it
layer,11,1.7673829,,,float16,google_gemma-3-270m-it
layer,12,1.4344727,,,float16,google_gemma-3-270m-it
layer,13,1.3544922,,,float16,google_gemma-3-270m-it
layer,14,1.4045899,,,float16,google_gemma-3-270m-it
layer,15,1.7,,,float16,google_gemma-3-270m-it
layer,16,1.4697266,,,float16,google_gemma-3-270m-it
layer,17,1.2171875,,,float16,google_gemma-3-270m-it
global,-1,1.7755792,0.6068995594978333,,int8,google_gemma-3-270m-it
layer,0,1.9359375,,,int8,google_gemma-3-270m-it
layer,1,0.99350584,,,int8,google_gemma-3-270m-it
layer,2,1.6353517,,,int8,google_gemma-3-270m-it
layer,3,2.0359375,,,int8,google_gemma-3-270m-it
layer,4,2.256836,,,int8,google_gemma-3-270m-it
layer,5,1.2187744,,,int8,google_gemma-3-270m-it
layer,6,2.5277343,,,int8,google_gemma-3-270m-it
layer,7,2.409961,,,int8,google_gemma-3-270m-it
layer,8,2.0046873,,,int8,google_gemma-3-270m-it
layer,9,2.3597658,,,int8,google_gemma-3-270m-it
layer,10,2.2158203,,,int8,google_gemma-3-270m-it
layer,11,1.7781249,,,int8,google_gemma-3-270m-it
layer,12,1.4322267,,,int8,google_gemma-3-270m-it
layer,13,1.3393555,,,int8,google_gemma-3-270m-it
layer,14,1.4141603,,,int8,google_gemma-3-270m-it
layer,15,1.7054688,,,int8,google_gemma-3-270m-it
layer,16,1.4591798,,,int8,google_gemma-3-270m-it
layer,17,1.2375977,,,int8,google_gemma-3-270m-it
global,-1,1.4322194,0.6600554585456848,0.2919921875,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,0,1.1400757,,0.46875,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,1,0.6097156,,0.9375,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,2,0.5001932,,0.9375,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,3,1.0857165,,0.4375,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,4,0.96012896,,0.5625,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,5,1.0135703,,0.5625,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,6,1.772892,,0.0,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,7,1.8916571,,0.0,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,8,1.9199129,,0.03125,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,9,1.4930403,,0.03125,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,10,1.8654933,,0.0,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,11,2.0857656,,0.0,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,12,2.327999,,0.0,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,13,1.7016323,,0.03125,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,14,2.0557408,,0.0,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,15,1.6735849,,0.125,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,16,1.1897801,,0.25,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,17,1.8534386,,0.0,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,18,1.1608711,,0.34375,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,19,1.5526841,,0.0,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,20,0.72176707,,0.90625,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,21,1.4495962,,0.09375,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,22,1.2648671,,0.09375,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,23,0.6621523,,1.0,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,24,1.2522179,,0.125,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,25,1.3334273,,0.0625,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,26,0.8434942,,0.75,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,27,0.8558516,,0.78125,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,28,0.96164066,,0.75,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,29,1.6278328,,0.0625,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,30,2.1969926,,0.0,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,31,2.8072891,,0.0,bfloat16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
global,-1,1.4439427,0.6489164233207703,0.291015625,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,0,1.1557151,,0.46875,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,1,0.6166874,,0.9375,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,2,0.5401183,,0.9375,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,3,1.0314331,,0.5,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,4,0.97674584,,0.5625,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,5,0.95301086,,0.71875,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,6,1.7437606,,0.0,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,7,1.8441337,,0.0,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,8,1.895306,,0.03125,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,9,1.4306458,,0.03125,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,10,1.8882377,,0.0,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,11,2.1049652,,0.0,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,12,2.3203797,,0.0,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,13,1.8276268,,0.0,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,14,2.0880718,,0.0,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,15,1.7336171,,0.125,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,16,1.2088304,,0.28125,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,17,1.8240285,,0.0,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,18,1.1882277,,0.3125,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,19,1.479037,,0.0625,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,20,0.8563482,,0.78125,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,21,1.4660971,,0.09375,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,22,1.3543642,,0.09375,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,23,0.66723424,,1.0,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,24,1.2727678,,0.125,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,25,1.3266623,,0.09375,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,26,0.91896737,,0.6875,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,27,0.9279866,,0.6875,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,28,0.97394955,,0.71875,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,29,1.6675873,,0.0625,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,30,2.1613433,,0.0,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,31,2.7622788,,0.0,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
global,-1,1.4469976,0.6705339550971985,0.2978515625,hqq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,0,1.1361783,,0.46875,hqq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,1,0.6266386,,0.875,hqq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,2,0.54781544,,0.90625,hqq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,3,0.9538306,,0.625,hqq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,4,0.92451805,,0.625,hqq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,5,0.9823258,,0.71875,hqq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,6,1.7985221,,0.0,hqq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,7,1.9197536,,0.0,hqq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,8,1.8707087,,0.03125,hqq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,9,1.5200965,,0.03125,hqq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,10,1.9710157,,0.0,hqq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,11,2.1292682,,0.0,hqq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,12,2.3346002,,0.0,hqq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,13,1.8646736,,0.0,hqq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,14,2.1024747,,0.0,hqq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,15,1.7005401,,0.125,hqq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,16,1.1447923,,0.28125,hqq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,17,1.8616292,,0.0,hqq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,18,1.2090931,,0.3125,hqq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,19,1.4652894,,0.0625,hqq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,20,0.80088234,,0.8125,hqq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,21,1.4348326,,0.125,hqq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,22,1.3005764,,0.125,hqq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
layer,23,0.6200953,,1.0,hqq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
