layer,kl_mean,kl_std,method,model
6,0.00033646374,0.00035384565,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
7,0.00037489622,0.0003683272,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
8,0.00040622058,0.0004300278,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
9,0.00044884149,0.00045334606,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
10,0.00047108234,0.00046411992,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
11,0.000500201,0.00050527044,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
12,0.00050661084,0.0004917939,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
13,0.00053137203,0.0004930201,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
14,0.00056830276,0.00054066296,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
15,0.0005680473,0.00054423907,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
16,0.00059134327,0.0006013251,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
17,0.0005625431,0.0005302967,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
18,0.000538368,0.00050083926,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
19,0.0005771631,0.00064998306,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
20,0.0006048794,0.0006384559,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
21,0.00051546283,0.00054358033,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
22,0.000530339,0.00060665136,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
23,0.00055423466,0.000699574,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
24,0.0005375917,0.0007232642,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
25,0.00056555215,0.00075086654,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
26,0.0005299474,0.00064999104,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
27,0.000671825,0.0010119213,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
0,0.020756396,0.0750632,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
1,0.018659318,0.06912695,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
2,0.020511344,0.07499744,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
3,0.020082239,0.080621935,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
4,0.018966777,0.06700478,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
5,0.020143906,0.06851001,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
6,0.018892681,0.059828024,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
7,0.018383333,0.062805906,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
8,0.018322848,0.049504485,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
9,0.018730482,0.04195538,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
10,0.020205071,0.05228972,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
11,0.021824853,0.06011734,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
12,0.021064783,0.051368922,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
13,0.021224119,0.052698553,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
14,0.02216229,0.053116415,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
15,0.020338967,0.051410362,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
16,0.02078127,0.054483447,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
17,0.02032055,0.05661905,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
18,0.019758796,0.059265252,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
19,0.020337196,0.044670187,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
20,0.02114861,0.04863442,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
21,0.01923793,0.054758977,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
22,0.017001146,0.04560058,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
23,0.018381344,0.038765844,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
24,0.02007328,0.06359787,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
25,0.019845515,0.04312626,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
26,0.01698147,0.039451886,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
27,0.016884852,0.04999235,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
0,0.02781595,0.032987297,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
1,0.026539579,0.026031608,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
2,0.041546375,0.039713107,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
3,0.053472906,0.05131804,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
4,0.06793027,0.06168585,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
5,0.078799605,0.07330274,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
6,0.08908231,0.08560981,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
7,0.096345775,0.09756013,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
8,0.102951124,0.10294907,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
9,0.1182751,0.116622955,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
10,0.12587245,0.12646332,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
11,0.12991358,0.12486316,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
12,0.13324688,0.13020772,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
13,0.13382158,0.12599015,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
14,0.14492065,0.13515952,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
15,0.13386655,0.124775454,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
16,0.13499235,0.12813543,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
17,0.13012128,0.12728454,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
18,0.12994765,0.13937388,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
19,0.1416014,0.16192473,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
20,0.1504745,0.16823629,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
21,0.13492966,0.155541,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
22,0.13765575,0.1799667,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
23,0.1557248,0.22296111,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
24,0.14881933,0.21147661,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
25,0.15184572,0.20599277,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
26,0.13788873,0.18270098,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
27,0.12977642,0.21304749,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
0,0.0477903299033641,0.0700498819351196,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
1,0.0481635779142379,0.0632582902908325,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
2,0.0578743629157543,0.0759539678692817,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
3,0.0661745518445968,0.0753052681684494,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
4,0.0803443044424057,0.0763468593358993,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
5,0.0954099521040916,0.0986100360751152,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
6,0.0968525633215904,0.0971308425068855,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
7,0.1041849851608276,0.103929579257965,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
8,0.1135428771376609,0.125971183180809,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
9,0.1229003071784973,0.1216650977730751,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
10,0.135930597782135,0.1367573887109756,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
11,0.1399379819631576,0.1386714726686477,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
12,0.1365163773298263,0.1279876083135604,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
13,0.1457799524068832,0.1285235434770584,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
14,0.1588602811098098,0.1471153348684311,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
15,0.1505088657140731,0.1470073610544204,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
16,0.1507468670606613,0.147987425327301,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
17,0.1499025672674179,0.1517413556575775,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
18,0.1496434360742569,0.1681519001722335,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
19,0.1674207150936126,0.2063128352165222,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
20,0.1698490232229232,0.2196868062019348,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
21,0.1546097695827484,0.1962581276893615,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
22,0.1572216004133224,0.2244861721992492,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
23,0.1736890524625778,0.263957142829895,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
24,0.1685712486505508,0.2716221213340759,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
25,0.17517951130867,0.2605072557926178,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
26,0.1521654427051544,0.2250514328479766,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
27,0.1502265930175781,0.259805679321289,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
0,0.0369539335370063,0.0422011502087116,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
1,0.0469162724912166,0.042593527585268,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
2,0.0573968291282653,0.0529232174158096,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
3,0.0692300647497177,0.0696540623903274,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
4,0.0805835202336311,0.0695512443780899,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
5,0.0892744436860084,0.0764707773923873,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
6,0.0946858301758766,0.0861720815300941,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
7,0.10089723020792,0.0905477181077003,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
8,0.1085693538188934,0.0988200381398201,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
9,0.1235605478286743,0.1188808158040046,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
10,0.1298884153366089,0.118570439517498,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
11,0.1368235051631927,0.1300840228796005,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
12,0.137268841266632,0.1357065886259079,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
13,0.1396092623472213,0.1358827650547027,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
14,0.1520969122648239,0.1540508866310119,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
15,0.1437275111675262,0.1434552520513534,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
16,0.1481455564498901,0.1480105221271515,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
17,0.1434015035629272,0.141696497797966,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
18,0.1392059475183487,0.1472957730293274,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
19,0.1575127691030502,0.1765644252300262,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
20,0.1706890612840652,0.1916848272085189,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
21,0.1601546853780746,0.1885817348957061,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
22,0.1570271104574203,0.2099143415689468,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
23,0.1787344515323639,0.2432148307561874,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
24,0.1800997704267501,0.2570979297161102,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
25,0.2082810699939727,0.271252691745758,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
26,0.1688961237668991,0.211489200592041,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
27,0.1452738493680954,0.2118335217237472,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B
0,0.001284756,0.0009037525,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
1,0.0011424012,0.00081730186,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
2,0.0011562026,0.0008134543,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
3,0.0012252304,0.00087817403,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
4,0.0012920019,0.001000897,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
5,0.0015068057,0.0014005855,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
6,0.0016278508,0.0018284012,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
7,0.001850567,0.0016188694,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
8,0.0019855096,0.0015149289,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
9,0.0020689762,0.0016559149,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
10,0.0021648244,0.0017396676,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
11,0.0023248803,0.0018371675,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
12,0.0025487782,0.002101832,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
13,0.00271591,0.0021695723,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
14,0.0029029257,0.002288571,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
15,0.0031189586,0.0025746194,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
16,0.003217142,0.002669037,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
17,0.0033462476,0.0026750923,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
18,0.0035025608,0.0029022878,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
19,0.0035389238,0.0029020298,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
20,0.0036656477,0.0030210097,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
21,0.0036818106,0.0029840176,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
22,0.0038051994,0.0031710116,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
23,0.00383353,0.0038011814,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
24,0.0038996672,0.004275358,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
25,0.004045541,0.004120155,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
26,0.0041995966,0.0046399273,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
27,0.004350886,0.0042118607,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
28,0.004469731,0.003961238,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
29,0.004466444,0.004388301,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
30,0.004617123,0.004682118,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
31,0.0046515567,0.004445027,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
32,0.004437758,0.004538545,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
33,0.0044141053,0.004228944,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
34,0.0044816965,0.003750508,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
35,0.004560073,0.004834372,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
36,0.0045321267,0.0049125995,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
37,0.004653961,0.00622423,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
38,0.0048129084,0.0070873,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
39,0.004801852,0.008322691,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
40,0.0047957627,0.011972443,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
41,0.0051285657,0.011680575,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
42,0.0053433594,0.013191615,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
43,0.005248445,0.0114045795,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
44,0.0045315777,0.009202805,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
45,0.0044883643,0.0068693715,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
46,0.004717182,0.015504754,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
47,0.005018878,0.025316369,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
48,0.0057074092,0.040172856,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
49,0.00695893,0.07099731,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
50,0.00684614,0.068098135,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
51,0.007489176,0.10535074,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
52,0.00816697,0.12010607,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
53,0.0056596515,0.019886216,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
54,0.009251641,0.15136532,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
55,0.0068659396,0.04143624,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
56,0.009703178,0.14244847,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
57,0.008581784,0.07651838,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
58,0.011696696,0.18957174,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
59,0.014002105,0.27909246,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
60,0.014309839,0.23410694,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
61,0.008140923,0.098098285,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
62,0.006909453,0.11133421,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
63,0.004431813,0.03641051,fp8,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
0,0.012871106,0.009218413,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
1,0.010382241,0.0074255797,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
2,0.0095884185,0.0072968504,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
3,0.01121136,0.0085230945,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
4,0.011744918,0.011920404,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
5,0.015627226,0.038848273,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
6,0.017630981,0.037797213,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
7,0.021944541,0.038511865,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
8,0.0237012,0.038629852,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
9,0.023464594,0.034510233,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
10,0.0243143,0.037965342,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
11,0.026174838,0.04005957,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
12,0.03010897,0.044229392,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
13,0.031635728,0.03101541,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
14,0.032753058,0.030604497,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
15,0.03431524,0.029738221,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
16,0.036200095,0.03191726,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
17,0.03741541,0.033486973,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
18,0.039431997,0.034830045,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
19,0.039732143,0.034199275,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
20,0.040169213,0.03389287,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
21,0.04145852,0.0339382,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
22,0.042301465,0.033824097,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
23,0.043880858,0.035715982,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
24,0.043699756,0.034752913,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
25,0.045700733,0.035534192,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
26,0.04737725,0.0360153,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
27,0.048842534,0.037293155,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
28,0.049112517,0.03725615,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
29,0.0510826,0.040302295,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
30,0.053123333,0.042116486,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
31,0.054221094,0.047464475,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
32,0.052094903,0.060544778,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
33,0.050916303,0.04895497,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
34,0.05035612,0.044197354,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
35,0.050676435,0.04433234,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
36,0.049960952,0.046299525,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
37,0.051033873,0.052973416,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
38,0.05155303,0.06237034,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
39,0.049230434,0.050589018,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
40,0.04752786,0.048247144,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
41,0.051128574,0.054830372,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
42,0.054128703,0.05959816,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
43,0.052577384,0.05930961,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
44,0.048188105,0.06172544,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
45,0.048565283,0.06091089,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
46,0.048853274,0.062010508,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
47,0.048539303,0.074031405,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
48,0.051198244,0.09571393,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
49,0.05603615,0.12667465,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
50,0.056019712,0.13027377,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
51,0.05413095,0.12714958,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
52,0.059189267,0.16633496,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
53,0.06740932,0.2990761,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
54,0.070181705,0.19431704,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
55,0.07781512,0.32275096,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
56,0.07551073,0.24085234,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
57,0.07987,0.29207686,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
58,0.07954319,0.21003029,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
59,0.08102626,0.25441462,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
60,0.0874078,0.27686268,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
61,0.070020415,0.18614204,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
62,0.03938324,0.090379275,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
63,0.03342879,0.075670935,int4,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
0,1.1004335e-05,5.933382e-05,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
1,5.8603557e-05,0.00012252446,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
2,0.00011366472,0.00016138585,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
3,0.00016712428,0.00020019506,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
4,0.00020069443,0.00021791419,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
5,0.0002419669,0.00023573282,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
6,0.0002777084,0.00024014327,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
7,0.00030775127,0.0002651202,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
8,0.0003339792,0.00027961054,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
9,0.0003475574,0.00027715805,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
10,0.00035721035,0.0002869455,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
11,0.00039186137,0.0003010679,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
12,0.00042064599,0.0003266408,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
13,0.00043814213,0.0003249193,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
14,0.0004708999,0.0003677292,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
15,0.0004920219,0.00037391364,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
16,0.0004980532,0.00036961187,float16,deepseek-ai_DeepSeek-R1-Distill-Qwen-32B
